522730,597150,609620,600460,584920,64267,59530,527630,562120,567830,542770,487300,255830,357290,613110,655260,644230,151410,161850,648530,668150,658600,651540,608830
593180,622130,654660,638460,631610,601340,598170,638190,609770,690120,618650,589570,283180,580440,639850,714280,732230,685500,709810,731320,711800,738950,700330,640790
519300,595400,627790,632310,673680,620500,643680,639400,622350,622180,614620,586050,419360,729470,739320,715670,730510,723690,735180,743040,716230,698870,708020,664310
513980,588450,596920,612410,607860,632350,644350,604320,592620,603680,614770,570280,616820,708530,728960,743160,708450,738280,719340,710660,719440,730420,731580,645720
554380,606060,623370,596770,614880,592240,452840,467310,468080,481490,463310,455560,665940,718740,716250,718930,707630,708340,530040,506660,521930,542000,539590,472590
529850,623350,592460,604780,590560,616430,606110,623400,657520,632730,622360,627270,706570,707590,730940,728520,713790,714650,698990,712510,713100,709680,678370,631170
539370,633790,612310,611450,653120,633970,614860,600550,596410,589230,596610,584180,620790,683740,685500,684190,715560,737870,729120,722550,698120,696610,685800,608420
548750,656520,631900,623780,633330,635450,631570,608560,629290,590010,602120,594810,335310,305100,387240,173300,613650,754220,721570,707300,626030,648660,683230,581460
664860,732010,733540,769640,778140,725370,739500,741060,748560,749950,774640,742810,88512,113270,115660,242550,692300,721870,755480,764970,759040,733820,771620,645590
668170,757500,746480,784520,755370,756550,774110,805710,763930,718780,753640,720990,701120,695590,693640,688830,726950,740380,735190,780290,776900,737360,754450,692590
654910,731070,726490,754240,742800,747680,734960,794270,751980,742790,792670,707410,694890,743990,741380,753310,744070,766140,759410,747990,745100,735840,735630,685450
689060,736140,754800,740910,745340,765800,619370,592950,554620,579370,587670,549960,536630,747250,716350,726410,757050,745480,650100,611810,631160,636980,599410,527130
695400,759470,757660,745950,802830,779310,760320,761220,721860,721930,689110,648610,319750,734800,777380,750620,764270,756820,748340,735290,688680,687960,670780,622520
694410,766000,798670,747000,774100,741010,748700,775570,735100,737710,741550,682900,716730,769270,746360,754760,749680,754670,719390,754600,701300,703030,658000,641510
702010,783070,762850,752950,766610,736760,732190,814040,738690,720070,719960,673300,357660,767420,723140,734040,710500,704240,699530,721810,697000,690340,669330,596670
613650,774220,770050,760830,737920,106920,94290,734080,744180,764060,774980,692830,433540,696210,664330,639700,624040,156770,105410,642070,650880,649430,622960,629500
