59245,1540200,1539700,1893400,1939400,1921100,1486800,1479100,1417700,2038800,2119200,2060000
1583100,1766300,1600900,1583500,1530200,1580600,1670300,1671700,1600600,1597100,1580000,1795500
1850200,1895700,1893900,1907200,1804900,1818600,2269400,2174100,2249900,2209600,2219900,2312400
1847100,1873100,1808600,1786400,1791200,1730900,2196700,2073200,2057900,2071100,2125300,2182700
1890800,1845500,1881700,1782800,1736000,1761200,2143000,2081600,2092600,2045400,1965800,2099600
1895900,1857700,1826500,1752100,1705500,1762100,2058300,2131500,2193300,2016500,2049400,2100000
1875500,1859500,1861300,1761300,1791500,1724700,2184900,2270800,2166400,2128500,2056000,2078900
1919500,1991300,1936200,1774100,1835100,1731600,2221000,2350900,2391000,2052100,2101200,2288100
