276390,311680,315280,301320,315130,336860,323790,510190,489910,492870,492280,471630,456180,456280,446650,562370,597750,586330,648490,564920,547350,618620,517140,449470
350950,395180,385940,369670,361710,386760,389450,516230,525300,522600,539040,566330,559610,563450,531580,610320,607010,709400,637130,691670,675850,639280,667380,554740
411360,416970,389250,379410,383970,395840,417270,457890,544110,545620,525790,583780,581740,588740,528890,644050,643940,675210,675360,665160,637300,635610,659590,597630
414460,383860,385540,375290,356330,374300,370930,455630,525920,523430,535320,541830,513790,508480,529510,643310,649700,672600,710330,648060,654290,659130,674520,584670
371700,379510,408650,375980,398570,373680,386130,550990,506550,511270,527880,557710,571520,571480,516410,588400,671960,623600,637050,638920,654040,641050,618320,657340
380630,350120,361760,402910,354690,382180,380850,494040,503360,499310,515520,486850,488660,527120,541650,534260,669210,644780,686000,593700,649970,637100,666190,577050
379340,394830,376800,400490,385410,381210,386250,410730,537400,480970,512680,572320,548230,532240,471070,654800,625320,640270,566470,667950,665630,697680,675230,597570
400220,346960,367240,364350,363390,363150,379330,431710,503900,509060,500370,485490,517630,525090,500570,342960,594120,571220,647650,631550,559720,601990,600340,563370
377510,317550,310550,311060,299780,337770,330090,322970,374970,381810,390780,357250,402600,365980,359780,397890,405890,432690,431800,386550,424890,399010,414260,588190
381240,359620,389700,383910,401860,406750,413560,433510,547780,527820,546640,536060,521430,563760,538570,665500,695950,588320,657890,659280,670230,667960,637270,580080
389360,397100,376500,411010,407620,425160,400190,432720,498020,519110,510440,536500,509060,559440,510790,626810,636080,637690,665850,635640,622000,643220,636910,521710
393110,391600,389700,369930,410520,457290,404840,403150,508340,476750,528320,477570,541090,574110,532750,562120,642740,646790,622620,633700,700620,660620,608040,525770
435430,385260,416290,388070,436070,430820,401520,476060,486030,507470,510640,546980,525780,530100,515230,614080,570520,585880,625650,640280,624500,658400,667680,540110
369090,395610,428500,429730,421300,392410,397100,441100,480140,490920,475420,481160,524250,548620,532890,567990,570860,582550,617040,685940,630880,661310,634540,531990
404420,364660,387210,350600,404530,396310,392990,423890,464760,437780,445500,478710,511830,529450,507920,497820,582650,560770,556710,648810,644130,647250,653620,563750
308600,317690,300560,24227,28776,305040,261000,375440,426590,57215,43705,54383,409610,455950,400220,581120,545970,543120,27563,29502,544190,564560,512530,439330
