441620,436710,446770,436710,437720,489150,564670,603820,590340,584660,592080,583070,453940,314100,183850,381650,520150,588060,595990,592270,627580,664750,666080,590750
480320,475070,500320,510270,522020,467610,596790,671160,662580,636170,643320,664080,475800,631410,598650,611860,604810,640790,529200,698890,699960,744570,727980,677730
492620,507350,501620,547360,543640,557350,670230,658230,681450,659700,672950,626690,603220,669610,625630,670750,669740,688220,681200,700280,716550,709490,705590,655030
506700,505260,485160,528860,518130,518740,644410,655080,660480,628920,671480,646460,642690,706060,608740,632050,691280,692250,709170,710120,690550,707950,743850,645810
483980,527800,502770,524170,495750,504040,660480,653250,637160,685210,643780,631630,607180,682150,590840,595270,681910,650140,637220,701240,696400,696280,697770,607780
464440,455560,515530,497100,533920,480090,619660,641480,617900,623100,689310,624660,577490,656970,653220,677000,646080,644430,693190,713480,704720,700840,701240,614180
491920,514540,514950,517690,534260,482800,599700,650690,656330,635300,633260,575630,602250,676880,635390,610100,620240,582640,645070,701240,693440,669460,659310,586850
425730,499110,445100,479440,489480,509020,592430,648690,617480,584320,602650,558490,545310,575720,591860,582090,560450,603000,551450,677830,679220,668610,658010,541950
267190,364140,370900,345410,372350,347970,472360,451780,426470,446830,446710,452270,101850,399970,416690,281910,423100,437740,514520,525720,545370,520270,501770,426890
440740,510880,563940,496260,525630,478850,652270,643890,544050,613120,599630,565770,610120,580780,581020,599180,626120,632160,702320,669490,672140,689940,667940,587670
455760,522530,520250,471510,525030,484080,610890,624180,616100,617050,611850,578400,594870,636610,601470,602460,678940,615940,718280,682740,673990,693010,656790,610920
430110,492660,513720,494440,514910,517230,613820,593820,618130,643610,632750,612610,604010,631170,618070,608940,602040,673360,662860,703600,684270,724250,661800,590220
413790,502360,535350,528010,572710,502250,609520,663470,644140,636590,643200,694120,562750,678490,614740,620630,601670,644910,686030,702930,665140,672730,666060,600720
422240,495160,470720,528820,515010,541650,613080,608890,614600,651180,647270,666720,602770,633500,640760,664710,612860,662090,640930,644160,643790,645160,659310,581600
433860,479340,479480,474880,461680,506770,557700,615160,609240,657480,657090,606300,533150,599730,582040,622910,593020,578220,566150,582840,612270,648590,624480,555830
409500,426730,363190,73147,55338,56593,83697,544700,568870,566470,590950,604280,559450,591160,563290,546620,91812,77363,87182,120820,618090,548240,568570,500950
