24,24,24,24,24,24,24,24,48,48,48,48,48,48,48,48,72,72,72,72,72,72,72,72
24,24,24,24,24,24,24,24,48,48,48,48,48,48,48,48,72,72,72,72,72,72,72,72
24,24,24,24,24,24,24,24,48,48,48,48,48,48,48,48,72,72,72,72,72,72,72,72
24,24,24,24,24,24,24,24,48,48,48,48,48,48,48,48,72,72,72,72,72,72,72,72
24,24,24,24,24,24,24,24,48,48,48,48,48,48,48,48,72,72,72,72,72,72,72,72
24,24,24,24,24,24,24,24,48,48,48,48,48,48,48,48,72,72,72,72,72,72,72,72
24,24,24,24,24,24,24,24,48,48,48,48,48,48,48,48,72,72,72,72,72,72,72,72
24,24,24,24,24,24,24,24,48,48,48,48,48,48,48,48,72,72,72,72,72,72,72,72
24,24,24,24,24,24,24,24,48,48,48,48,48,48,48,48,72,72,72,72,72,72,72,72
24,24,24,24,24,24,24,24,48,48,48,48,48,48,48,48,72,72,72,72,72,72,72,72
24,24,24,24,24,24,24,24,48,48,48,48,48,48,48,48,72,72,72,72,72,72,72,72
24,24,24,24,24,24,24,24,48,48,48,48,48,48,48,48,72,72,72,72,72,72,72,72
24,24,24,24,24,24,24,24,48,48,48,48,48,48,48,48,72,72,72,72,72,72,72,72
24,24,24,24,24,24,24,24,48,48,48,48,48,48,48,48,72,72,72,72,72,72,72,72
24,24,24,24,24,24,24,24,48,48,48,48,48,48,48,48,72,72,72,72,72,72,72,72
24,24,24,24,24,24,24,24,48,48,48,48,48,48,48,48,72,72,72,72,72,72,72,72
